CountryCode,CountryName,IndicatorName,OriginalIndicatorName,Year,Value,Zone
JPN,Japan,Population_Total,"Population, total",2007,128001000.0,Demographics
ITA,Italy,Population_Total,"Population, total",2007,58756247.0,Demographics
IDN,Indonesia,Population_Total,"Population, total",2007,237062337.0,Demographics
IND,India,Population_Total,"Population, total",2007,1190676021.0,Demographics
DEU,Germany,Population_Total,"Population, total",2007,82266372.0,Demographics
FRA,France,Population_Total,"Population, total",2007,64016890.0,Demographics
CHN,China,Population_Total,"Population, total",2007,1317885000.0,Demographics
CAN,Canada,Population_Total,"Population, total",2007,32888886.0,Demographics
BRA,Brazil,Population_Total,"Population, total",2007,188552320.0,Demographics
AUS,Australia,Population_Total,"Population, total",2007,20827622.0,Demographics
ARG,Argentina,Population_Total,"Population, total",2007,40016763.0,Demographics
USA,United States,Urban_Population_Pct,Urban population (% of total population),2007,80.5153172872016,Demographics
GBR,United Kingdom,Urban_Population_Pct,Urban population (% of total population),2007,80.6483331957387,Demographics
TUR,Turkiye,Urban_Population_Pct,Urban population (% of total population),2007,65.3389618154687,Demographics
ZAF,South Africa,Urban_Population_Pct,Urban population (% of total population),2007,61.1840533154988,Demographics
SAU,Saudi Arabia,Urban_Population_Pct,Urban population (% of total population),2007,81.4230015549063,Demographics
RUS,Russian Federation,Urban_Population_Pct,Urban population (% of total population),2007,73.3856048583984,Demographics
MEX,Mexico,Urban_Population_Pct,Urban population (% of total population),2007,76.5047326234761,Demographics
KOR,"Korea, Rep.",Urban_Population_Pct,Urban population (% of total population),2007,81.712125801927,Demographics
JPN,Japan,Urban_Population_Pct,Urban population (% of total population),2007,88.2701404492656,Demographics
ITA,Italy,Urban_Population_Pct,Urban population (% of total population),2007,67.7857771296669,Demographics
IDN,Indonesia,Urban_Population_Pct,Urban population (% of total population),2007,47.7432993585496,Demographics
IND,India,Urban_Population_Pct,Urban population (% of total population),2007,29.7810426848684,Demographics
DEU,Germany,Urban_Population_Pct,Urban population (% of total population),2007,80.2198636634402,Demographics
FRA,France,Urban_Population_Pct,Urban population (% of total population),2007,77.2457976606157,Demographics
CHN,China,Urban_Population_Pct,Urban population (% of total population),2007,45.8892440795898,Demographics
CAN,Canada,Urban_Population_Pct,Urban population (% of total population),2007,80.4425615136782,Demographics
BRA,Brazil,Urban_Population_Pct,Urban population (% of total population),2007,83.5382571292649,Demographics
AUS,Australia,Urban_Population_Pct,Urban population (% of total population),2007,85.8968519574969,Demographics
ARG,Argentina,Urban_Population_Pct,Urban population (% of total population),2007,90.4796632279031,Demographics
USA,United States,Life_Expectancy,"Life expectancy at birth, total (years)",2008,78.0390243902439,Health
GBR,United Kingdom,Life_Expectancy,"Life expectancy at birth, total (years)",2008,79.6,Health
TUR,Turkiye,Life_Expectancy,"Life expectancy at birth, total (years)",2008,74.38,Health
ZAF,South Africa,Life_Expectancy,"Life expectancy at birth, total (years)",2008,55.982,Health
SAU,Saudi Arabia,Life_Expectancy,"Life expectancy at birth, total (years)",2008,75.301,Health
RUS,Russian Federation,Life_Expectancy,"Life expectancy at birth, total (years)",2008,67.9492682926829,Health
MEX,Mexico,Life_Expectancy,"Life expectancy at birth, total (years)",2008,73.695,Health
KOR,"Korea, Rep.",Life_Expectancy,"Life expectancy at birth, total (years)",2008,79.5170731707317,Health
JPN,Japan,Life_Expectancy,"Life expectancy at birth, total (years)",2008,82.5875609756098,Health
ITA,Italy,Life_Expectancy,"Life expectancy at birth, total (years)",2008,81.4853658536585,Health
IDN,Indonesia,Life_Expectancy,"Life expectancy at birth, total (years)",2008,68.085,Health
IND,India,Life_Expectancy,"Life expectancy at birth, total (years)",2008,66.247,Health
DEU,Germany,Life_Expectancy,"Life expectancy at birth, total (years)",2008,79.7365853658537,Health
FRA,France,Life_Expectancy,"Life expectancy at birth, total (years)",2008,81.2146341463415,Health
CHN,China,Life_Expectancy,"Life expectancy at birth, total (years)",2008,74.833,Health
CAN,Canada,Life_Expectancy,"Life expectancy at birth, total (years)",2008,80.7246341463415,Health
BRA,Brazil,Life_Expectancy,"Life expectancy at birth, total (years)",2008,73.111,Health
AUS,Australia,Life_Expectancy,"Life expectancy at birth, total (years)",2008,81.3951219512195,Health
ARG,Argentina,Life_Expectancy,"Life expectancy at birth, total (years)",2008,75.428,Health
USA,United States,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,6.5,Health
GBR,United Kingdom,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,4.8,Health
TUR,Turkiye,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,16.9,Health
ZAF,South Africa,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,40.6,Health
SAU,Saudi Arabia,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,12.0,Health
RUS,Russian Federation,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,9.0,Health
MEX,Mexico,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,17.3,Health
KOR,"Korea, Rep.",Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,3.6,Health
JPN,Japan,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,2.5,Health
ITA,Italy,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,3.5,Health
IDN,Indonesia,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,29.3,Health
IND,India,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,50.8,Health
DEU,Germany,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,3.6,Health
FRA,France,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,3.2,Health
CHN,China,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,14.8,Health
CAN,Canada,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,5.1,Health
BRA,Brazil,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,17.6,Health
AUS,Australia,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,4.4,Health
ARG,Argentina,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2008,13.2,Health
USA,United States,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,14.0,Health
GBR,United Kingdom,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,11.0,Health
TUR,Turkiye,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,24.0,Health
ZAF,South Africa,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,272.0,Health
SAU,Saudi Arabia,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,12.0,Health
RUS,Russian Federation,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,27.0,Health
MEX,Mexico,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,51.0,Health
KOR,"Korea, Rep.",Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,9.0,Health
JPN,Japan,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,6.0,Health
ITA,Italy,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,7.0,Health
IDN,Indonesia,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,251.0,Health
IND,India,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,223.0,Health
DEU,Germany,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,6.0,Health
FRA,France,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,10.0,Health
CHN,China,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,38.0,Health
CAN,Canada,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,12.0,Health
BRA,Brazil,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,71.0,Health
AUS,Australia,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,5.0,Health
ARG,Argentina,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,59.0,Health
USA,United States,GDP_Current_USD,GDP (current US$),2008,14769857911000.0,Economy
GBR,United Kingdom,GDP_Current_USD,GDP (current US$),2008,2945251838235.29,Economy
TUR,Turkiye,GDP_Current_USD,GDP (current US$),2008,775415944332.866,Economy
ZAF,South Africa,GDP_Current_USD,GDP (current US$),2008,316131258616.309,Economy
SAU,Saudi Arabia,GDP_Current_USD,GDP (current US$),2008,519796800000.0,Economy
RUS,Russian Federation,GDP_Current_USD,GDP (current US$),2008,1660848058303.11,Economy
MEX,Mexico,GDP_Current_USD,GDP (current US$),2008,1161553459715.1,Economy
KOR,"Korea, Rep.",GDP_Current_USD,GDP (current US$),2008,1091580692542.34,Economy
JPN,Japan,GDP_Current_USD,GDP (current US$),2008,5106679115127.3,Economy
ITA,Italy,GDP_Current_USD,GDP (current US$),2008,2417508414187.19,Economy
IDN,Indonesia,GDP_Current_USD,GDP (current US$),2008,510228634992.258,Economy
IND,India,GDP_Current_USD,GDP (current US$),2008,1198895139005.92,Economy
DEU,Germany,GDP_Current_USD,GDP (current US$),2008,3808197720125.0,Economy
FRA,France,GDP_Current_USD,GDP (current US$),2008,2926802941585.86,Economy
CHN,China,GDP_Current_USD,GDP (current US$),2008,4667346414521.95,Economy
CAN,Canada,GDP_Current_USD,GDP (current US$),2008,1552989690721.65,Economy
BRA,Brazil,GDP_Current_USD,GDP (current US$),2008,1695855391757.96,Economy
AUS,Australia,GDP_Current_USD,GDP (current US$),2008,1058448244063.77,Economy
ARG,Argentina,GDP_Current_USD,GDP (current US$),2008,361558037110.419,Economy
USA,United States,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,48570.0594269601,Economy
GBR,United Kingdom,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,36744.7913584035,Economy
TUR,Turkiye,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,16141.6888074925,Economy
ZAF,South Africa,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,12525.2630299811,Economy
SAU,Saudi Arabia,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,57236.0519568285,Economy
RUS,Russian Federation,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,20163.609375,Economy
MEX,Mexico,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,15680.5761896881,Economy
KOR,"Korea, Rep.",GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,31211.0593469455,Economy
JPN,Japan,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,35273.791152156,Economy
ITA,Italy,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,35422.3424391113,Economy
IDN,Indonesia,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,7569.25304691272,Economy
IND,India,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,3633.36783240716,Economy
DEU,Germany,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,38443.5386278958,Economy
FRA,France,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,35053.2627069116,Economy
CHN,China,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,7712.84608425069,Economy
CAN,Canada,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,40376.0882836384,Economy
BRA,Brazil,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,13445.2454698442,Economy
AUS,Australia,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,37616.0112400482,Economy
ARG,Argentina,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2008,17276.7570886806,Economy
USA,United States,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,5.784,Economy
GBR,United Kingdom,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,5.705,Economy
TUR,Turkiye,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,10.965,Economy
ZAF,South Africa,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,22.407,Economy
SAU,Saudi Arabia,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,5.085,Economy
RUS,Russian Federation,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,6.205,Economy
MEX,Mexico,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,3.874,Economy
KOR,"Korea, Rep.",Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,2.959,Economy
JPN,Japan,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,4.002,Economy
ITA,Italy,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,6.723,Economy
IDN,Indonesia,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,7.208,Economy
IND,India,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,7.656,Economy
DEU,Germany,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,7.508,Economy
FRA,France,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,7.386,Economy
CHN,China,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,4.59,Economy
CAN,Canada,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,6.284,Economy
BRA,Brazil,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,8.268,Economy
AUS,Australia,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,4.242,Economy
ARG,Argentina,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,7.837,Economy
USA,United States,Trade_Pct_GDP,Trade (% of GDP),2008,29.8677957945319,Economy
GBR,United Kingdom,Trade_Pct_GDP,Trade (% of GDP),2008,56.4365501052604,Economy
TUR,Turkiye,Trade_Pct_GDP,Trade (% of GDP),2008,50.7612500066681,Economy
ZAF,South Africa,Trade_Pct_GDP,Trade (% of GDP),2008,65.9745237996233,Economy
SAU,Saudi Arabia,Trade_Pct_GDP,Trade (% of GDP),2008,96.1026308742185,Economy
RUS,Russian Federation,Trade_Pct_GDP,Trade (% of GDP),2008,53.3824660408908,Economy
MEX,Mexico,Trade_Pct_GDP,Trade (% of GDP),2008,56.3652818862573,Economy
KOR,"Korea, Rep.",Trade_Pct_GDP,Trade (% of GDP),2008,92.0833544961819,Economy
JPN,Japan,Trade_Pct_GDP,Trade (% of GDP),2008,34.1294765412245,Economy
ITA,Italy,Trade_Pct_GDP,Trade (% of GDP),2008,54.2142548956671,Economy
IDN,Indonesia,Trade_Pct_GDP,Trade (% of GDP),2008,58.5613996312961,Economy
IND,India,Trade_Pct_GDP,Trade (% of GDP),2008,53.3682204392226,Economy
DEU,Germany,Trade_Pct_GDP,Trade (% of GDP),2008,76.1131665945746,Economy
FRA,France,Trade_Pct_GDP,Trade (% of GDP),2008,59.1797928411748,Economy
CHN,China,Trade_Pct_GDP,Trade (% of GDP),2008,56.7111330003209,Economy
CAN,Canada,Trade_Pct_GDP,Trade (% of GDP),2008,67.0236083618983,Economy
BRA,Brazil,Trade_Pct_GDP,Trade (% of GDP),2008,27.2575694165953,Economy
AUS,Australia,Trade_Pct_GDP,Trade (% of GDP),2008,42.7522207880308,Economy
ARG,Argentina,Trade_Pct_GDP,Trade (% of GDP),2008,40.4026733790382,Economy
USA,United States,Forest_Area_Pct,Forest area (% of land area),2008,33.6360635020585,Environment
GBR,United Kingdom,Forest_Area_Pct,Forest area (% of land area),2008,12.5573512999628,Environment
TUR,Turkiye,Forest_Area_Pct,Forest area (% of land area),2008,27.1508828917792,Environment
ZAF,South Africa,Forest_Area_Pct,Forest area (% of land area),2008,14.4151629310274,Environment
SAU,Saudi Arabia,Forest_Area_Pct,Forest area (% of land area),2008,0.454484134921779,Environment
RUS,Russian Federation,Forest_Area_Pct,Forest area (% of land area),2008,49.7019381603444,Environment
MEX,Mexico,Forest_Area_Pct,Forest area (% of land area),2008,34.584695079606,Environment
KOR,"Korea, Rep.",Forest_Area_Pct,Forest area (% of land area),2008,66.0356737808021,Environment
JPN,Japan,Forest_Area_Pct,Forest area (% of land area),2008,68.4444444444444,Environment
ITA,Italy,Forest_Area_Pct,Forest area (% of land area),2008,30.0836675481371,Environment
IDN,Indonesia,Forest_Area_Pct,Forest area (% of land area),2008,53.2529151502595,Environment
IND,India,Forest_Area_Pct,Forest area (% of land area),2008,23.246075763742,Environment
DEU,Germany,Forest_Area_Pct,Forest area (% of land area),2008,32.6936867165763,Environment
FRA,France,Forest_Area_Pct,Forest area (% of land area),2008,30.0450876704704,Environment
CHN,China,Forest_Area_Pct,Forest area (% of land area),2008,20.8653616938384,Environment
CAN,Canada,Forest_Area_Pct,Forest area (% of land area),2008,38.7501728274436,Environment
BRA,Brazil,Forest_Area_Pct,Forest area (% of land area),2008,62.1528569753558,Environment
AUS,Australia,Forest_Area_Pct,Forest area (% of land area),2008,16.9219764914153,Environment
ARG,Argentina,Forest_Area_Pct,Forest area (% of land area),2008,11.2715725931691,Environment
USA,United States,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,6.8,Environment
GBR,United Kingdom,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,2.4,Environment
TUR,Turkiye,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,12.5,Environment
ZAF,South Africa,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,9.7,Environment
SAU,Saudi Arabia,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,0.0,Environment
RUS,Russian Federation,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,3.3,Environment
MEX,Mexico,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,9.8,Environment
KOR,"Korea, Rep.",Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,1.1,Environment
JPN,Japan,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,4.4,Environment
ITA,Italy,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,10.8,Environment
IDN,Indonesia,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,41.1,Environment
IND,India,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,39.4,Environment
DEU,Germany,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,10.2,Environment
FRA,France,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,10.5,Environment
CHN,China,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,14.1,Environment
CAN,Canada,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,21.6,Environment
BRA,Brazil,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,47.0,Environment
AUS,Australia,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,6.8,Environment
ARG,Argentina,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2008,7.7,Environment
USA,United States,Electricity_Access_Pct,Access to electricity (% of population),2008,100.0,Infrastructure
GBR,United Kingdom,Electricity_Access_Pct,Access to electricity (% of population),2008,100.0,Infrastructure
TUR,Turkiye,Electricity_Access_Pct,Access to electricity (% of population),2008,99.7,Infrastructure
ZAF,South Africa,Electricity_Access_Pct,Access to electricity (% of population),2008,81.9,Infrastructure
SAU,Saudi Arabia,Electricity_Access_Pct,Access to electricity (% of population),2008,100.0,Infrastructure
RUS,Russian Federation,Electricity_Access_Pct,Access to electricity (% of population),2008,98.3,Infrastructure
MEX,Mexico,Electricity_Access_Pct,Access to electricity (% of population),2008,98.9,Infrastructure
KOR,"Korea, Rep.",Electricity_Access_Pct,Access to electricity (% of population),2008,100.0,Infrastructure
JPN,Japan,Electricity_Access_Pct,Access to electricity (% of population),2008,100.0,Infrastructure
ITA,Italy,Electricity_Access_Pct,Access to electricity (% of population),2008,100.0,Infrastructure
IDN,Indonesia,Electricity_Access_Pct,Access to electricity (% of population),2008,92.7,Infrastructure
IND,India,Electricity_Access_Pct,Access to electricity (% of population),2008,74.1,Infrastructure
DEU,Germany,Electricity_Access_Pct,Access to electricity (% of population),2008,100.0,Infrastructure
FRA,France,Electricity_Access_Pct,Access to electricity (% of population),2008,100.0,Infrastructure
CHN,China,Electricity_Access_Pct,Access to electricity (% of population),2008,98.8,Infrastructure
CAN,Canada,Electricity_Access_Pct,Access to electricity (% of population),2008,100.0,Infrastructure
BRA,Brazil,Electricity_Access_Pct,Access to electricity (% of population),2008,98.5,Infrastructure
AUS,Australia,Electricity_Access_Pct,Access to electricity (% of population),2008,100.0,Infrastructure
ARG,Argentina,Electricity_Access_Pct,Access to electricity (% of population),2008,97.5,Infrastructure
USA,United States,Internet_Users_Pct,Individuals using the Internet (% of population),2008,74.0,Infrastructure
GBR,United Kingdom,Internet_Users_Pct,Individuals using the Internet (% of population),2008,78.39,Infrastructure
TUR,Turkiye,Internet_Users_Pct,Individuals using the Internet (% of population),2008,34.37,Infrastructure
ZAF,South Africa,Internet_Users_Pct,Individuals using the Internet (% of population),2008,8.43,Infrastructure
SAU,Saudi Arabia,Internet_Users_Pct,Individuals using the Internet (% of population),2008,36.0,Infrastructure
RUS,Russian Federation,Internet_Users_Pct,Individuals using the Internet (% of population),2008,32.0,Infrastructure
MEX,Mexico,Internet_Users_Pct,Individuals using the Internet (% of population),2008,21.71,Infrastructure
KOR,"Korea, Rep.",Internet_Users_Pct,Individuals using the Internet (% of population),2008,81.0,Infrastructure
JPN,Japan,Internet_Users_Pct,Individuals using the Internet (% of population),2008,75.4,Infrastructure
ITA,Italy,Internet_Users_Pct,Individuals using the Internet (% of population),2008,44.53,Infrastructure
IDN,Indonesia,Internet_Users_Pct,Individuals using the Internet (% of population),2008,7.91748,Infrastructure
IND,India,Internet_Users_Pct,Individuals using the Internet (% of population),2008,4.38,Infrastructure
DEU,Germany,Internet_Users_Pct,Individuals using the Internet (% of population),2008,78.0,Infrastructure
FRA,France,Internet_Users_Pct,Individuals using the Internet (% of population),2008,70.68,Infrastructure
CHN,China,Internet_Users_Pct,Individuals using the Internet (% of population),2008,22.6,Infrastructure
CAN,Canada,Internet_Users_Pct,Individuals using the Internet (% of population),2008,76.7,Infrastructure
BRA,Brazil,Internet_Users_Pct,Individuals using the Internet (% of population),2008,33.83,Infrastructure
AUS,Australia,Internet_Users_Pct,Individuals using the Internet (% of population),2008,71.67,Infrastructure
ARG,Argentina,Internet_Users_Pct,Individuals using the Internet (% of population),2008,28.1126,Infrastructure
USA,United States,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,85.6805,Infrastructure
GBR,United Kingdom,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,120.819,Infrastructure
TUR,Turkiye,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,91.9815,Infrastructure
ZAF,South Africa,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,88.0375,Infrastructure
SAU,Saudi Arabia,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,154.587,Infrastructure
RUS,Russian Federation,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,138.738,Infrastructure
MEX,Mexico,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,68.2256,Infrastructure
KOR,"Korea, Rep.",Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,94.3141,Infrastructure
JPN,Japan,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,86.1411,Infrastructure
ITA,Italy,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,151.676,Infrastructure
IDN,Indonesia,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,58.5358,Infrastructure
IND,India,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,28.7177,Infrastructure
DEU,Germany,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,130.097,Infrastructure
FRA,France,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,92.3412,Infrastructure
CHN,China,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,48.0758,Infrastructure
CAN,Canada,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,66.0481,Infrastructure
BRA,Brazil,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,79.132,Infrastructure
AUS,Australia,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,103.507,Infrastructure
ARG,Argentina,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2008,115.052,Infrastructure
USA,United States,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,,Education
GBR,United Kingdom,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,105.741897583008,Education
TUR,Turkiye,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,102.862808227539,Education
ZAF,South Africa,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,102.36882019043,Education
SAU,Saudi Arabia,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,123.49730682373,Education
RUS,Russian Federation,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,95.3222122192383,Education
MEX,Mexico,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,109.446380615234,Education
KOR,"Korea, Rep.",Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,101.344970703125,Education
JPN,Japan,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,,Education
ITA,Italy,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,102.942947387695,Education
IDN,Indonesia,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,109.333679199219,Education
IND,India,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,113.827751159668,Education
DEU,Germany,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,105.103981018066,Education
FRA,France,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,103.622146606445,Education
CHN,China,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,106.201782226562,Education
CAN,Canada,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,98.6080932617188,Education
BRA,Brazil,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,,Education
AUS,Australia,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,105.24462890625,Education
ARG,Argentina,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2008,118.320129394531,Education
USA,United States,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2008,,Education
GBR,United Kingdom,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2008,98.8159027099609,Education
TUR,Turkiye,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2008,89.0569686889648,Education
ZAF,South Africa,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2008,84.0473480224609,Education
SAU,Saudi Arabia,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2008,,Education
