Country,series,Country,Series,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
CAN,SL.UEM.TOTL.ZS,Canada,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.178,7.637,7.392,7.143,7.023,6.945,7.038,6.426,5.837,5.69,9.657,7.527,5.279,5.415,6.45
BRA,SL.UEM.TOTL.ZS,Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.422,7.578,7.251,7.071,6.755,8.538,11.58,12.792,12.329,11.936,13.697,13.158,9.231,7.947,7.634
AUS,SL.UEM.TOTL.ZS,Australia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.214,5.083,5.225,5.663,6.078,6.055,5.711,5.592,5.3,5.159,6.456,5.116,3.728,3.668,4.072
ARG,SL.UEM.TOTL.ZS,Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.714,7.18,7.217,7.1,7.268,7.579,8.085,8.347,9.22,9.843,11.461,8.736,6.805,6.139,7.876
USA,NE.TRD.GNFS.ZS,United States,Trade (% of GDP),28.2198952346731,30.8424862411943,30.6818353657295,30.0079539684645,30.0044781614855,27.8235649187872,26.6079620604584,27.3130208877206,27.6103792720958,26.4537594940475,23.4015629969394,25.6095576621932,27.3139397355363,25.2903297883366,25.3786342507088
GBR,NE.TRD.GNFS.ZS,United Kingdom,Trade (% of GDP),59.0511802227821,63.3240615708901,61.9688704472535,61.7195395154583,58.8210228333296,57.125044605439,59.8395315138259,63.1899245764158,64.9097721959201,65.0035664177054,59.1598893030611,58.53838629291,69.1989264413981,64.9923841747803,62.8401605267118
TUR,NE.TRD.GNFS.ZS,Turkiye,Trade (% of GDP),46.9433366709891,53.651583897618,53.3277612968607,53.0683530043043,54.30677404128,51.8749252596832,48.870183807987,56.1356585158689,62.8251323851165,62.5784589326239,60.389853117297,69.6088976086437,79.8982722314341,65.6832084738667,54.5988061195916
ZAF,NE.TRD.GNFS.ZS,South Africa,Trade (% of GDP),50.4060871625999,54.6363504358971,55.5826171933345,58.875027630051,59.4995740550593,56.7266761447156,55.8612575048782,53.5359318293741,54.4855451276341,53.8979964081406,50.7596590804177,56.1647136277546,64.94713440234,65.6798759740707,61.646770473025
SAU,NE.TRD.GNFS.ZS,Saudi Arabia,Trade (% of GDP),82.5496850227537,84.3594342438995,81.74067854616,80.2515014286783,78.000111117736,67.1052692300592,57.9216635110364,59.5319791578229,59.1029104697141,56.7938204886513,47.533159225048,50.8839263398787,56.8241647749332,54.1690118283683,54.6787052668733
RUS,NE.TRD.GNFS.ZS,Russian Federation,Trade (% of GDP),50.3555054872589,48.0353994077919,47.1513903857957,46.287149400499,47.8013412628116,49.3593493116887,46.5181198396096,46.8765243371311,51.5809003703964,49.2287536619033,45.9669082029127,50.5861954621752,42.7827864294811,40.8343264105273,39.5081647660396
MEX,NE.TRD.GNFS.ZS,Mexico,Trade (% of GDP),59.2733845293851,62.1623872764498,64.2579318900113,62.6916747735807,64.0984090351215,70.412974676264,75.6903034088551,76.9521260407254,80.2126616568975,77.4619722571128,76.8545557056016,83.0692976357895,88.7984855867186,73.5788616365245,74.5889079825143
KOR,NE.TRD.GNFS.ZS,"Korea, Rep.",Trade (% of GDP),88.0278677123124,101.68061646213,101.51727207905,94.1675235855873,86.9342577972039,75.3881774564907,69.8997221316919,73.1921408264016,74.7075162140824,71.4470632403511,65.544957860621,75.3063047610912,90.5851475278549,82.2580090716629,84.6424951192038
JPN,NE.TRD.GNFS.ZS,Japan,Trade (% of GDP),28.4984726938389,30.1949607286296,30.4709109171752,33.9787686509511,37.4314345686579,35.4274083544798,31.3102468455884,34.4232135721686,36.609931802107,35.2164181084145,31.335208636773,36.7384462280698,46.8129868368938,45.1508795641248,46.4069516150859
ITA,NE.TRD.GNFS.ZS,Italy,Trade (% of GDP),51.6621118138339,54.4722149449288,54.8844952702204,54.0341846317499,54.4545299332032,55.4356858148221,54.4321467018313,57.5829940274911,59.2749835128154,58.6941902594738,53.9394839042764,60.3019776202798,72.0165023032697,65.1071778763174,62.8237685119526
IDN,NE.TRD.GNFS.ZS,Indonesia,Trade (% of GDP),46.7012738758737,50.1800131841104,49.5828982992627,48.6373726752893,48.0801755855227,41.9376402415294,37.4213418023318,39.3554970704606,43.0743089552002,37.6277775357108,32.9721754002427,40.2047582749671,45.4646701959453,41.3362868707652,42.572647301834
IND,NE.TRD.GNFS.ZS,India,Trade (% of GDP),49.2552064974161,55.6238800135298,55.7937217287511,53.8441319466777,48.9221857470669,41.9229138658647,40.082485713276,40.7424969545225,43.6169693323889,39.9054035306442,37.7581053292768,45.4230887840446,50.0752701498882,44.9928422877561,44.6492935069676
DEU,NE.TRD.GNFS.ZS,Germany,Trade (% of GDP),73.8852351200263,78.433002901442,79.3316495670315,77.5860288576931,76.8483516336234,77.7565815686922,76.0059902166055,77.4548394742448,79.1252260463654,79.0732427175683,72.9335327120137,79.9195348609851,88.7857542130501,81.9625483787634,79.0907305894936
FRA,NE.TRD.GNFS.ZS,France,Trade (% of GDP),56.587555247796,60.6056354816406,61.6589570771102,61.8192338733962,62.1992669379507,63.5046871956484,63.3427564383351,65.3958481559711,66.8022607812266,66.4289771741449,58.8388907240647,63.788482630872,75.9630077981996,70.6261450610225,68.1081875443744
CHN,NE.TRD.GNFS.ZS,China,Trade (% of GDP),49.8540722338977,49.9458272253643,47.4802130784317,45.9160413795571,44.0684564812532,38.6971848362625,36.177170692978,36.95085261586,36.8943843914718,35.1994202738836,34.0389507864581,36.5206911762676,37.440719876366,36.1051923691138,37.1984201388065
CAN,NE.TRD.GNFS.ZS,Canada,Trade (% of GDP),60.2081215044483,62.4987387708328,62.5955489395005,62.2310749013405,64.3786621564923,66.1649020669781,65.3636845215556,65.1010608504649,66.5998858508762,66.1714852804959,61.1567709632763,62.2468367159421,67.3176215563989,66.6323313370668,65.1499212653783
BRA,NE.TRD.GNFS.ZS,Brazil,Trade (% of GDP),22.7721781132208,23.9344051765103,25.1142736103322,25.7859573281452,24.685405813292,26.9536259372369,24.5336820770756,24.3197343741684,28.876203376153,28.8902578697354,32.3020785443492,37.6563307592575,38.8160659764321,33.6662298301284,35.5845239385389
AUS,NE.TRD.GNFS.ZS,Australia,Trade (% of GDP),40.3905070860606,41.7219860149689,43.0198495527558,41.100511881056,42.2993095385282,41.4947506939901,40.813402217321,42.0354135251854,43.5732253645218,46.0016827052171,44.499564103879,40.2022359390595,45.6946418805752,49.044339318428,47.1453811065195
ARG,NE.TRD.GNFS.ZS,Argentina,Trade (% of GDP),34.9710132635696,35.2061549999644,30.5265423717108,29.3339290021037,28.4067936452275,22.4862260889792,26.0938878488799,25.2896011376779,30.7625359549926,32.6306150458499,30.203698807416,33.078689567466,31.5801792606256,26.6769512482215,27.929760849367
USA,AG.LND.FRST.ZS,United States,Forest area (% of land area),33.7494069366007,33.7794700582241,33.8095331798474,33.8395963014708,33.8696594230942,33.8997225447175,33.8997225447175,33.8669264120375,33.8669264120375,33.8669264120375,33.8669264120375,33.8669264120375,33.8669264120375,33.8669264120375,
GBR,AG.LND.FRST.ZS,United Kingdom,Forest area (% of land area),12.6441532674741,12.7235150663415,12.8028768652089,12.8822386640764,12.9616004629438,13.0409622618113,13.0574959699087,13.0781631050304,13.1153639482495,13.1525647914686,13.1856322076634,13.2214553796553,13.2554871243748,13.2907130161617,
TUR,AG.LND.FRST.ZS,Turkiye,Forest area (% of land area),27.3937866247418,27.535990021179,27.6781934176163,27.8203968140535,27.9626002104908,28.104803606928,28.104803606928,28.2635292283305,28.4660940971636,28.6687888985616,28.8714836999597,29.0741785013578,29.2768733027559,29.4795681041539,
ZAF,AG.LND.FRST.ZS,South Africa,Forest area (% of land area),14.3551508956467,14.3251448779563,14.2951388602659,14.2651328425756,14.2351268248852,14.2051208071948,14.1751147895045,14.1451087718141,14.1151027541238,14.0850967364334,14.055090718743,14.0250847010527,13.9950786833623,13.965072665672,
SAU,AG.LND.FRST.ZS,Saudi Arabia,Forest area (% of land area),0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,
RUS,AG.LND.FRST.ZS,Russian Federation,Forest area (% of land area),49.7735892145447,49.7710839739218,49.7685787332989,49.766073492676,49.763568252053,49.7610630114301,49.7726977132993,49.7843605035639,49.7843605035639,49.7843605035639,49.7843605035639,49.7843605035639,49.7843605035639,49.7843605035639,
MEX,AG.LND.FRST.ZS,Mexico,Forest area (% of land area),34.4367447722421,34.3737390364979,34.3107333007536,34.2477275650094,34.1847218292652,34.1217160935209,34.0559942385349,33.9902672393837,33.9247408626765,33.858895547725,33.7930502327735,33.727204917822,33.6618740193935,33.5959176419147,
KOR,AG.LND.FRST.ZS,"Korea, Rep.",Forest area (% of land area),65.7098765432099,65.6137462701924,65.4300688521221,65.2495227146758,65.1442060966848,65.0315562625071,64.8791145667716,64.783099169316,64.6739130434783,64.5184426229508,64.4159836065574,64.3135245901639,64.2110655737705,64.108606557377,
JPN,AG.LND.FRST.ZS,Japan,Forest area (% of land area),68.4938271604938,68.481755829904,68.4696844993141,68.4576131687243,68.4455418381344,68.4334705075446,68.4224965706447,68.4087791495199,68.4087791495199,68.4087791495199,68.4087791495199,68.4087791495199,68.4087791495199,68.3957811364628,
ITA,AG.LND.FRST.ZS,Italy,Forest area (% of land area),30.5292204059273,30.7111775407652,30.8931346756031,31.075091810441,31.2570489452789,31.4390060801169,31.6209699781549,31.8029338761929,31.9848977742309,32.1669704480973,32.3489349614665,32.5308994748357,32.7125321249831,32.8944947923712,
IDN,AG.LND.FRST.ZS,Indonesia,Forest area (% of land area),53.0802617709861,52.586919226916,52.0935766828458,51.6002341387757,51.1068915947056,50.6135490506354,50.7434545269582,50.0393338229866,49.7168177792076,49.3942964092507,49.0717803654717,48.3619448681206,48.0419900717626,47.7220336902463,
IND,AG.LND.FRST.ZS,India,Forest area (% of land area),23.3742209545976,23.4638216864714,23.5534224183453,23.6430231502191,23.732623882093,23.8222246139668,23.9116908102072,24.0014933455312,24.0909595417716,24.1807620770956,24.270228273336,24.3596944695764,24.4494970049005,24.5390304689576,
DEU,AG.LND.FRST.ZS,Germany,Forest area (% of land area),32.7308718478354,32.7375487720909,32.7451655477133,32.7189864709929,32.7228432215535,32.7323281545606,32.685482024273,32.6845464693591,32.6836109680005,32.6826755201923,32.6826755201923,32.6826755201923,32.685482024273,32.6789342643734,
FRA,AG.LND.FRST.ZS,France,Forest area (% of land area),30.4647926523796,30.6195379905372,30.7742833286947,30.9290286668522,31.0837740050097,31.2385193431673,31.3932646813248,31.5480100194823,31.7027553576399,31.8575006957974,32.0122460339549,32.1669913721124,32.32173671027,32.4764820484275,
CHN,AG.LND.FRST.ZS,China,Forest area (% of land area),21.3683288541342,21.574627370433,21.7809258867318,21.9872244030306,22.1935229193294,22.3998214356282,22.6305120997506,22.8306567492632,23.0309079153534,23.2311590814436,23.4313037309562,23.6315548970464,23.8316995465589,24.0319389958256,
CAN,AG.LND.FRST.ZS,Canada,Forest area (% of land area),38.7394705758349,38.7348640747569,38.7302575736789,38.7256510726009,38.7210445715229,38.7164380704449,38.7120133755838,38.7078876013737,38.7037629425392,38.6996371683291,38.6955125094946,39.4701279256318,39.4659199995449,39.4617117321106,
BRA,AG.LND.FRST.ZS,Brazil,Forest area (% of land area),61.2074815688658,61.023328156743,60.8391747446202,60.6550213324974,60.4708679203746,60.2867384370207,60.0710205859198,59.8329293359527,59.7083800941358,59.5585860011916,59.4174780513368,59.2704836243471,59.1275092305226,58.9818729765235,
AUS,AG.LND.FRST.ZS,Australia,Forest area (% of land area),16.862931674108,16.9553102586465,17.047688843185,17.1400674277235,17.232446012262,17.3248245968004,17.4254877132405,17.4229136169693,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644,
ARG,AG.LND.FRST.ZS,Argentina,Forest area (% of land area),11.0403443575999,10.9587128976976,10.8770814377953,10.795449977893,10.7138185179907,10.6321870580884,10.6003968297469,10.5598368832422,10.5203731515078,10.4801786099266,10.4407148781923,10.4008857415345,10.3610566048767,10.3212951412107,
USA,EG.FEC.RNEW.ZS,United States,Renewable energy consumption (% of total final energy consumption),7.4,8.4,8.5,8.9,9.0,8.9,9.3,9.7,9.9,10.2,11.0,10.9,,,
GBR,EG.FEC.RNEW.ZS,United Kingdom,Renewable energy consumption (% of total final energy consumption),3.2,4.0,4.2,5.2,6.6,7.7,7.7,8.8,10.2,11.4,13.6,12.2,,,
TUR,EG.FEC.RNEW.ZS,Turkiye,Renewable energy consumption (% of total final energy consumption),14.2,12.7,13.0,13.8,11.5,13.3,13.2,11.4,11.8,14.1,13.7,12.0,,,
ZAF,EG.FEC.RNEW.ZS,South Africa,Renewable energy consumption (% of total final energy consumption),9.4,9.0,8.3,7.8,7.6,7.6,7.8,7.9,8.0,8.7,9.8,9.7,,,
SAU,EG.FEC.RNEW.ZS,Saudi Arabia,Renewable energy consumption (% of total final energy consumption),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,,
RUS,EG.FEC.RNEW.ZS,Russian Federation,Renewable energy consumption (% of total final energy consumption),3.3,3.2,3.2,3.6,3.3,3.2,3.4,3.2,3.2,3.2,3.7,3.5,,,
MEX,EG.FEC.RNEW.ZS,Mexico,Renewable energy consumption (% of total final energy consumption),9.4,9.1,9.0,9.2,9.8,9.2,9.2,10.1,10.3,10.3,12.3,13.0,,,
KOR,EG.FEC.RNEW.ZS,"Korea, Rep.",Renewable energy consumption (% of total final energy consumption),1.3,1.4,1.6,1.9,2.9,2.7,2.6,2.8,3.2,3.2,3.6,3.6,,,
JPN,EG.FEC.RNEW.ZS,Japan,Renewable energy consumption (% of total final energy consumption),4.7,4.8,4.7,5.0,5.6,6.2,6.4,6.9,7.3,7.8,8.5,8.8,,,
ITA,EG.FEC.RNEW.ZS,Italy,Renewable energy consumption (% of total final energy consumption),12.8,11.9,14.4,16.3,17.1,16.6,16.1,16.4,17.1,17.3,18.7,17.5,,,
IDN,EG.FEC.RNEW.ZS,Indonesia,Renewable energy consumption (% of total final energy consumption),36.0,32.4,30.1,30.6,29.3,26.6,27.8,25.2,22.0,19.8,21.9,20.2,,,
IND,EG.FEC.RNEW.ZS,India,Renewable energy consumption (% of total final energy consumption),36.2,35.0,34.8,34.9,33.9,33.4,33.0,32.5,32.9,33.5,36.1,34.9,,,
DEU,EG.FEC.RNEW.ZS,Germany,Renewable energy consumption (% of total final energy consumption),11.6,12.5,13.6,13.6,14.0,14.6,14.2,15.2,16.0,17.1,18.5,17.6,,,
FRA,EG.FEC.RNEW.ZS,France,Renewable energy consumption (% of total final energy consumption),11.9,10.6,12.3,13.4,13.2,13.3,14.2,14.1,15.2,15.5,16.8,16.2,,,
CHN,EG.FEC.RNEW.ZS,China,Renewable energy consumption (% of total final energy consumption),12.3,11.3,11.5,11.5,11.9,12.2,12.6,13.1,13.5,14.3,14.9,15.2,,,
CAN,EG.FEC.RNEW.ZS,Canada,Renewable energy consumption (% of total final energy consumption),21.4,21.5,21.8,22.2,22.2,22.3,22.1,22.8,22.3,22.4,23.9,23.8,,,
BRA,EG.FEC.RNEW.ZS,Brazil,Renewable energy consumption (% of total final energy consumption),46.8,45.2,43.5,42.3,41.7,43.7,45.4,45.3,46.9,47.5,50.0,46.5,,,
AUS,EG.FEC.RNEW.ZS,Australia,Renewable energy consumption (% of total final energy consumption),8.2,8.3,8.3,9.2,9.3,9.4,9.6,9.9,9.8,10.3,11.2,12.3,,,
ARG,EG.FEC.RNEW.ZS,Argentina,Renewable energy consumption (% of total final energy consumption),8.8,8.8,8.6,8.9,9.8,9.4,9.4,10.4,10.5,10.7,9.8,9.2,,,
USA,EG.ELC.ACCS.ZS,United States,Access to electricity (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
GBR,EG.ELC.ACCS.ZS,United Kingdom,Access to electricity (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
TUR,EG.ELC.ACCS.ZS,Turkiye,Access to electricity (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
ZAF,EG.ELC.ACCS.ZS,South Africa,Access to electricity (% of population),82.8,83.6,85.2,85.2,85.9,85.3,83.9,84.4,84.7,85.0,90.0,89.3,86.5,87.7,
SAU,EG.ELC.ACCS.ZS,Saudi Arabia,Access to electricity (% of population),100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,99.9,100.0,100.0,100.0,100.0,100.0,
RUS,EG.ELC.ACCS.ZS,Russian Federation,Access to electricity (% of population),99.3,99.2,100.0,100.0,100.0,95.5,99.4,100.0,100.0,99.8,99.9,100.0,100.0,100.0,
MEX,EG.ELC.ACCS.ZS,Mexico,Access to electricity (% of population),99.2,99.0,99.1,99.1,99.2,99.0,99.5,100.0,99.5,99.6,99.4,100.0,100.0,99.7,
KOR,EG.ELC.ACCS.ZS,"Korea, Rep.",Access to electricity (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
JPN,EG.ELC.ACCS.ZS,Japan,Access to electricity (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
ITA,EG.ELC.ACCS.ZS,Italy,Access to electricity (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
IDN,EG.ELC.ACCS.ZS,Indonesia,Access to electricity (% of population),94.2,94.8,96.0,96.5,97.0,97.5,97.6,98.1,98.5,98.9,97.0,99.2,100.0,99.4,
IND,EG.ELC.ACCS.ZS,India,Access to electricity (% of population),76.3,79.5,79.9,83.1,85.1,88.0,89.6,91.8,95.7,95.9,96.5,99.6,99.2,99.5,
DEU,EG.ELC.ACCS.ZS,Germany,Access to electricity (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
FRA,EG.ELC.ACCS.ZS,France,Access to electricity (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
CHN,EG.ELC.ACCS.ZS,China,Access to electricity (% of population),99.7,99.9,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
CAN,EG.ELC.ACCS.ZS,Canada,Access to electricity (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
BRA,EG.ELC.ACCS.ZS,Brazil,Access to electricity (% of population),98.6,99.3,99.5,99.6,99.7,99.7,99.7,99.8,99.7,99.8,99.7,99.5,100.0,99.8,
AUS,EG.ELC.ACCS.ZS,Australia,Access to electricity (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
ARG,EG.ELC.ACCS.ZS,Argentina,Access to electricity (% of population),98.8,99.0,99.1,99.3,100.0,99.7,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
USA,IT.NET.USER.ZS,United States,Individuals using the Internet (% of population),71.69,69.7295,74.7,71.4,73.0,74.5542,85.5444,87.2749,88.4989,89.4303,90.3447,91.2684,92.2016,93.1444,
GBR,IT.NET.USER.ZS,United Kingdom,Individuals using the Internet (% of population),85.0,85.38,87.48,89.8441,91.6133,92.0003,94.7758,90.4246,90.692,92.5166,94.8182,96.1965,96.2989,96.2988,
TUR,IT.NET.USER.ZS,Turkiye,Individuals using the Internet (% of population),39.82,43.0657,45.13,46.25,51.0374,53.745,58.3477,64.6846,71.0428,73.9767,77.6696,81.4084,83.4372,85.9607,87.3079
ZAF,IT.NET.USER.ZS,South Africa,Individuals using the Internet (% of population),24.0,33.97,41.0,46.5,49.0,51.9191,54.0,56.1674,62.4,69.6969,72.1128,74.9686,75.4556,75.6592,
SAU,IT.NET.USER.ZS,Saudi Arabia,Individuals using the Internet (% of population),41.0,47.5,54.0,60.5,64.7137,69.6162,74.8793,94.1756,93.31,95.7247,97.8623,100.0,100.0,100.0,100.0
RUS,IT.NET.USER.ZS,Russian Federation,Individuals using the Internet (% of population),49.0,58.0,66.0,67.97,70.5176,70.0992,73.0914,76.0081,80.8647,82.6422,84.9947,88.2138,90.418,92.245,94.365
MEX,IT.NET.USER.ZS,Mexico,Individuals using the Internet (% of population),31.05,37.1763,39.75,43.46,44.3857,57.431,59.5404,53.0318,56.6596,69.6321,71.4902,75.6265,78.6322,81.1832,
KOR,IT.NET.USER.ZS,"Korea, Rep.",Individuals using the Internet (% of population),83.7,83.7591,84.07,84.77,87.5568,89.8963,92.843,95.0694,96.0229,96.1576,96.5051,97.5713,97.1686,97.416,97.8956
JPN,IT.NET.USER.ZS,Japan,Individuals using the Internet (% of population),78.21,79.0541,79.4964,88.2194,89.1068,91.058,93.1827,91.7265,88.7464,92.7304,90.2195,82.9141,84.9234,86.9815,
ITA,IT.NET.USER.ZS,Italy,Individuals using the Internet (% of population),53.68,54.39,55.83,58.4593,55.6385,58.1417,61.3243,63.0773,74.3872,67.8507,70.4834,74.8623,85.0607,87.0278,89.2207
IDN,IT.NET.USER.ZS,Indonesia,Individuals using the Internet (% of population),10.92,12.28,14.52,14.94,17.1432,22.0627,25.4474,32.3358,39.9046,47.6906,53.7265,62.1045,66.4846,69.2084,72.7808
IND,IT.NET.USER.ZS,India,Individuals using the Internet (% of population),7.5,10.07,11.1,12.3,13.5,14.9,16.5,18.2,20.0813,29.5235,43.4054,,55.9,,
DEU,IT.NET.USER.ZS,Germany,Individuals using the Internet (% of population),82.0,81.27,82.35,84.17,86.1937,87.5898,84.1652,84.3942,87.0371,88.1345,89.8129,91.4306,91.6298,92.4764,93.5
FRA,IT.NET.USER.ZS,France,Individuals using the Internet (% of population),77.28,77.82,81.44,81.9198,83.7511,78.006,79.2698,80.5025,82.0432,83.3397,84.7064,86.0955,85.3333,86.8364,88.6538
CHN,IT.NET.USER.ZS,China,Individuals using the Internet (% of population),34.3,38.3,42.3001,45.8,47.9,50.3,53.2,54.3,59.2,64.0809,70.0528,73.0532,75.6113,90.6,92.0
CAN,IT.NET.USER.ZS,Canada,Individuals using the Internet (% of population),80.3,83.0,83.0,85.8,87.12,90.0,91.16,92.7014,94.64,91.9129,92.3,93.9371,94.0,93.9564,
BRA,IT.NET.USER.ZS,Brazil,Individuals using the Internet (% of population),40.65,45.69,48.56,51.04,54.551,58.328,60.8725,67.4713,70.4343,73.9124,81.3427,80.6899,80.5278,84.1506,84.4635
AUS,IT.NET.USER.ZS,Australia,Individuals using the Internet (% of population),76.0,79.4877,79.0,83.4535,84.0,84.5605,86.54,86.545,90.0,93.6099,94.6935,96.9722,97.0424,97.0631,
ARG,IT.NET.USER.ZS,Argentina,Individuals using the Internet (% of population),45.0,51.0,55.8,59.9,64.7,68.0431,70.969,74.2949,77.7,79.947,85.5144,87.1507,88.3754,89.229,89.6672
USA,IT.CEL.SETS.P2,United States,Mobile cellular subscriptions (per 100 people),91.6593,94.683,96.1284,97.0595,99.8396,101.832,102.752,102.381,103.935,105.321,103.855,106.325,108.786,112.411,
GBR,IT.CEL.SETS.P2,United Kingdom,Mobile cellular subscriptions (per 100 people),121.781,121.498,122.465,122.185,120.958,121.212,119.787,119.207,118.184,120.25,117.305,117.887,119.834,122.796,
TUR,IT.CEL.SETS.P2,Turkiye,Mobile cellular subscriptions (per 100 people),84.2159,88.0167,90.0041,91.1758,92.1219,92.0327,91.9287,93.6408,94.9086,94.6498,95.3961,99.5415,103.721,105.684,
ZAF,IT.CEL.SETS.P2,South Africa,Mobile cellular subscriptions (per 100 people),96.2325,120.766,127.168,140.576,142.604,155.138,143.929,153.548,157.692,162.739,158.447,163.128,160.729,171.509,
SAU,IT.CEL.SETS.P2,Saudi Arabia,Mobile cellular subscriptions (per 100 people),204.969,206.852,195.843,189.476,181.857,176.134,156.041,130.63,136.046,135.526,139.444,145.004,149.798,157.775,
RUS,IT.CEL.SETS.P2,Russian Federation,Mobile cellular subscriptions (per 100 people),165.137,141.451,144.198,150.964,152.513,156.419,157.174,155.486,156.683,163.646,163.101,169.073,168.476,180.842,
MEX,IT.CEL.SETS.P2,Mexico,Mobile cellular subscriptions (per 100 people),80.4263,82.0725,86.2256,90.2012,87.6145,88.9454,91.3942,92.6494,96.4612,97.0359,96.9237,99.0948,105.713,111.562,
KOR,IT.CEL.SETS.P2,"Korea, Rep.",Mobile cellular subscriptions (per 100 people),104.097,106.878,108.115,109.206,113.359,115.595,119.49,123.642,128.495,133.08,135.973,140.516,148.684,162.114,
JPN,IT.CEL.SETS.P2,Japan,Mobile cellular subscriptions (per 100 people),96.1789,103.642,110.319,115.787,123.822,126.151,131.215,135.986,141.729,147.21,154.432,159.516,168.603,178.432,
ITA,IT.CEL.SETS.P2,Italy,Mobile cellular subscriptions (per 100 people),155.684,159.093,160.559,159.698,148.217,144.764,142.127,138.882,138.265,132.181,129.49,130.781,131.674,131.872,
IDN,IT.CEL.SETS.P2,Indonesia,Mobile cellular subscriptions (per 100 people),85.7839,100.135,111.581,122.425,125.767,129.469,145.704,162.783,118.33,125.244,129.404,132.199,122.873,125.238,
IND,IT.CEL.SETS.P2,India,Mobile cellular subscriptions (per 100 people),60.4906,70.8726,67.6264,68.3967,71.9367,75.3793,83.9178,85.9704,85.5501,82.8981,82.254,81.604,80.1818,80.5632,
DEU,IT.CEL.SETS.P2,Germany,Mobile cellular subscriptions (per 100 people),109.364,112.419,114.192,123.435,122.309,117.401,125.024,132.003,128.946,128.292,128.425,127.125,124.158,124.663,
FRA,IT.CEL.SETS.P2,France,Mobile cellular subscriptions (per 100 people),91.1186,93.8529,97.1925,98.3479,101.132,102.718,103.817,105.718,107.482,109.601,110.387,113.953,115.951,116.688,
CHN,IT.CEL.SETS.P2,China,Mobile cellular subscriptions (per 100 people),63.5563,72.5052,81.2076,89.1302,92.6612,92.5401,97.2139,104.073,116.229,122.67,120.497,121.492,124.195,128.247,
CAN,IT.CEL.SETS.P2,Canada,Mobile cellular subscriptions (per 100 people),75.5197,77.6723,79.3757,80.3549,80.7902,82.7674,84.5919,86.1024,89.0495,90.9589,84.7748,87.4056,91.2387,94.1497,
BRA,IT.CEL.SETS.P2,Brazil,Mobile cellular subscriptions (per 100 people),101.667,120.008,126.132,136.589,140.305,127.836,120.101,108.093,101.602,97.3747,98.6456,104.825,101.245,101.02,
AUS,IT.CEL.SETS.P2,Australia,Mobile cellular subscriptions (per 100 people),101.619,105.824,106.5,107.332,106.206,107.608,109.129,107.8,110.033,109.753,104.93,105.119,109.469,112.513,
ARG,IT.CEL.SETS.P2,Argentina,Mobile cellular subscriptions (per 100 people),138.252,145.511,152.574,158.191,142.325,142.241,145.147,139.758,131.224,125.303,121.181,130.353,131.484,137.706,
USA,SE.PRM.ENRR,United States,"School enrollment, primary (% gross)",,,,99.455436706543,99.6733779907227,100.299911499023,101.362861633301,101.821441650391,101.256561279297,100.981300354004,100.305793762207,98.3054885864258,96.9717330932617,,
GBR,SE.PRM.ENRR,United Kingdom,"School enrollment, primary (% gross)",105.673240661621,105.026268005371,105.795967102051,105.336990356445,99.9967498779297,100.204040527344,100.381576538086,100.781051635742,101.327049255371,101.90941619873,102.22395324707,102.194450378418,102.53524017334,102.555801391602,
